  Index  name               key              s          l      floor.x     floor.y     floor.z     floor.theta floor.phi   floor.psi     spin.x          spin.y          spin.z
   1296  ECSRE3471          Sad_Mult             3.470   0.000  7.0804E-12  1.3293E-12 -3.4700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053682643    0.9999820891    0.0026463593
   1297  QC2RE3475          Sad_Mult             3.480   0.010  7.0801E-12  1.3293E-12 -3.4800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053834490    0.9999816230    0.0027878392
   1298  ECSRE3479          Sad_Mult             3.480   0.000  7.0801E-12  1.3293E-12 -3.4800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053834490    0.9999816232    0.0027877802
   1299  ESRE3480           Marker               3.480   0.000  7.0801E-12  1.3293E-12 -3.4800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053834490    0.9999816232    0.0027877802
   1300  ECSRE3481          Sad_Mult             3.480   0.000  7.0801E-12  1.3293E-12 -3.4800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053834490    0.9999816234    0.0027877276
   1301  QC2RE3485          Sad_Mult             3.490   0.010  7.0799E-12  1.3293E-12 -3.4900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053987099    0.9999811319    0.0029308439
   1302  ECSRE3489          Sad_Mult             3.490   0.000  7.0799E-12  1.3293E-12 -3.4900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053987099    0.9999811320    0.0029307913
   1303  ESRE3490           Marker               3.490   0.000  7.0799E-12  1.3293E-12 -3.4900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053987099    0.9999811320    0.0029307913
   1304  ECSRE3491          Sad_Mult             3.490   0.000  7.0799E-12  1.3293E-12 -3.4900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053987098    0.9999811322    0.0029307449
   1305  QC2RE3495          Sad_Mult             3.500   0.010  7.0796E-12  1.3293E-12 -3.5000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054138672    0.9999806197    0.0030741145
   1306  ECSRE3499          Sad_Mult             3.500   0.000  7.0796E-12  1.3293E-12 -3.5000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054138672    0.9999806199    0.0030740681
   1307  ESRE3500           Marker               3.500   0.000  7.0796E-12  1.3293E-12 -3.5000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054138672    0.9999806199    0.0030740681
   1308  ECSRE3505          Sad_Mult             3.510   0.010  7.0793E-12  1.3293E-12 -3.5100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054287939    0.9999800913    0.0032163843
   1309  ESRE3510           Marker               3.510   0.000  7.0793E-12  1.3293E-12 -3.5100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054287939    0.9999800913    0.0032163843
   1310  ECSRE3515          Sad_Mult             3.520   0.010  7.0791E-12  1.3292E-12 -3.5200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054434016    0.9999795501    0.0033568969
   1311  ESRE3520           Marker               3.520   0.000  7.0791E-12  1.3292E-12 -3.5200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054434016    0.9999795501    0.0033568969
   1312  ECSRE3525          Sad_Mult             3.530   0.010  7.0788E-12  1.3292E-12 -3.5300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054576304    0.9999789999    0.0034948612
   1313  ESRE3530           Marker               3.530   0.000  7.0788E-12  1.3292E-12 -3.5300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054576304    0.9999789999    0.0034948612
   1314  ECSRE3535          Sad_Mult             3.540   0.010  7.0785E-12  1.3292E-12 -3.5400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054714414    0.9999784441    0.0036297048
   1315  ESRE3540           Marker               3.540   0.000  7.0785E-12  1.3292E-12 -3.5400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054714414    0.9999784441    0.0036297048
   1316  ECSRE3545          Sad_Mult             3.550   0.010  7.0783E-12  1.3292E-12 -3.5500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054848113    0.9999778856    0.0037610069
   1317  ESRE3550           Marker               3.550   0.000  7.0783E-12  1.3292E-12 -3.5500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054848113    0.9999778856    0.0037610069
   1318  ECSRE3555          Sad_Mult             3.560   0.010  7.0780E-12  1.3292E-12 -3.5600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054977280    0.9999773271    0.0038884755
   1319  ESRE3560           Marker               3.560   0.000  7.0780E-12  1.3292E-12 -3.5600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054977280    0.9999773271    0.0038884755
   1320  ECSRE3565          Sad_Mult             3.570   0.010  7.0777E-12  1.3292E-12 -3.5700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055101877    0.9999767709    0.0040119199
   1321  ESRE3570           Marker               3.570   0.000  7.0777E-12  1.3292E-12 -3.5700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055101877    0.9999767709    0.0040119199
   1322  ECSRE3575          Sad_Mult             3.580   0.010  7.0775E-12  1.3292E-12 -3.5800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055221924    0.9999762189    0.0041312223
   1323  ESRE3580           Marker               3.580   0.000  7.0775E-12  1.3292E-12 -3.5800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055221924    0.9999762189    0.0041312223
   1324  ECSRE3585          Sad_Mult             3.590   0.010  7.0772E-12  1.3292E-12 -3.5900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055337486    0.9999756729    0.0042463159
   1325  ESRE3590           Marker               3.590   0.000  7.0772E-12  1.3292E-12 -3.5900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055337486    0.9999756729    0.0042463159
   1326  ECSRE3595          Sad_Mult             3.600   0.010  7.0770E-12  1.3292E-12 -3.6000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055448657    0.9999751344    0.0043571792
   1327  ESRE3600           Marker               3.600   0.000  7.0770E-12  1.3292E-12 -3.6000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055448657    0.9999751344    0.0043571792
   1328  ECSRE3605          Sad_Mult             3.610   0.010  7.0767E-12  1.3292E-12 -3.6100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055555551    0.9999746047    0.0044638354
   1329  ESRE3610           Marker               3.610   0.000  7.0767E-12  1.3292E-12 -3.6100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055555551    0.9999746047    0.0044638354
   1330  ECSRE3615          Sad_Mult             3.620   0.010  7.0764E-12  1.3292E-12 -3.6200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055658295    0.9999740847    0.0045663424
   1331  ESRE3620           Marker               3.620   0.000  7.0764E-12  1.3292E-12 -3.6200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055658295    0.9999740847    0.0045663424
   1332  ECSRE3625          Sad_Mult             3.630   0.010  7.0762E-12  1.3292E-12 -3.6300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055757027    0.9999735753    0.0046647806
   1333  ESRE3630           Marker               3.630   0.000  7.0762E-12  1.3292E-12 -3.6300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055757027    0.9999735753    0.0046647806
   1334  ECSRE3635          Sad_Mult             3.640   0.010  7.0759E-12  1.3292E-12 -3.6400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055851889    0.9999730772    0.0047592498
   1335  ESRE3640           Marker               3.640   0.000  7.0759E-12  1.3292E-12 -3.6400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055851889    0.9999730772    0.0047592498
   1336  ECSRE3645          Sad_Mult             3.650   0.010  7.0756E-12  1.3292E-12 -3.6500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055943028    0.9999725909    0.0048498658
   1337  ESRE3650           Marker               3.650   0.000  7.0756E-12  1.3292E-12 -3.6500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055943028    0.9999725909    0.0048498658
   1338  ECSRE3655          Sad_Mult             3.660   0.010  7.0754E-12  1.3291E-12 -3.6600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056030591    0.9999721167    0.0049367553
   1339  ESRE3660           Marker               3.660   0.000  7.0754E-12  1.3291E-12 -3.6600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056030591    0.9999721167    0.0049367553
   1340  ECSRE3665          Sad_Mult             3.670   0.010  7.0751E-12  1.3291E-12 -3.6700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056114719    0.9999716549    0.0050200462
   1341  ESRE3670           Marker               3.670   0.000  7.0751E-12  1.3291E-12 -3.6700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056114719    0.9999716549    0.0050200462
   1342  ECSRE3675          Sad_Mult             3.680   0.010  7.0748E-12  1.3291E-12 -3.6800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056195552    0.9999712056    0.0050998611
   1343  ESRE3680           Marker               3.680   0.000  7.0748E-12  1.3291E-12 -3.6800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056195552    0.9999712056    0.0050998611
   1344  ECSRE3685          Sad_Mult             3.690   0.010  7.0746E-12  1.3291E-12 -3.6900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056273223    0.9999707690    0.0051763221
   1345  ESRE3690           Marker               3.690   0.000  7.0746E-12  1.3291E-12 -3.6900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056273223    0.9999707690    0.0051763221
   1346  ECSRE3695          Sad_Mult             3.700   0.010  7.0743E-12  1.3291E-12 -3.7000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056347866    0.9999703452    0.0052495566
   1347  ESRE3700           Marker               3.700   0.000  7.0743E-12  1.3291E-12 -3.7000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056347866    0.9999703452    0.0052495566
   1348  ECSRE3705          Sad_Mult             3.710   0.010  7.0740E-12  1.3291E-12 -3.7100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056419608    0.9999699341    0.0053196969
   1349  ESRE3710           Marker               3.710   0.000  7.0740E-12  1.3291E-12 -3.7100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056419608    0.9999699341    0.0053196969
   1350  ECSRE3715          Sad_Mult             3.720   0.010  7.0738E-12  1.3291E-12 -3.7200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056488568    0.9999695355    0.0053868755
   1351  ESRE3720           Marker               3.720   0.000  7.0738E-12  1.3291E-12 -3.7200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056488568    0.9999695355    0.0053868755
   1352  ECSRE3725          Sad_Mult             3.730   0.010  7.0735E-12  1.3291E-12 -3.7300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056554867    0.9999691493    0.0054512236
   1353  ESRE3730           Marker               3.730   0.000  7.0735E-12  1.3291E-12 -3.7300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056554867    0.9999691493    0.0054512236
   1354  ECSRE3735          Sad_Mult             3.740   0.010  7.0732E-12  1.3291E-12 -3.7400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056618616    0.9999687753    0.0055128664
   1355  ESRE3740           Marker               3.740   0.000  7.0732E-12  1.3291E-12 -3.7400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056618616    0.9999687753    0.0055128664
   1356  ECSRE3745          Sad_Mult             3.750   0.010  7.0730E-12  1.3291E-12 -3.7500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056679927    0.9999684133    0.0055719237
   1357  ESRE3750           Marker               3.750   0.000  7.0730E-12  1.3291E-12 -3.7500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056679927    0.9999684133    0.0055719237
   1358  ECSRE3755          Sad_Mult             3.760   0.010  7.0727E-12  1.3291E-12 -3.7600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056738906    0.9999680629    0.0056285098
   1359  ESRE3760           Marker               3.760   0.000  7.0727E-12  1.3291E-12 -3.7600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056738906    0.9999680629    0.0056285098
   1360  ECSRE3765          Sad_Mult             3.770   0.010  7.0724E-12  1.3291E-12 -3.7700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056795652    0.9999677240    0.0056827328
   1361  ESRE3770           Marker               3.770   0.000  7.0724E-12  1.3291E-12 -3.7700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056795652    0.9999677240    0.0056827328
   1362  ECSRE3775          Sad_Mult             3.780   0.010  7.0722E-12  1.3291E-12 -3.7800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056850261    0.9999673964    0.0057346938
   1363  ESRE3780           Marker               3.780   0.000  7.0722E-12  1.3291E-12 -3.7800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056850261    0.9999673964    0.0057346938
   1364  ECSRE3785          Sad_Mult             3.790   0.010  7.0719E-12  1.3291E-12 -3.7900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056902824    0.9999670796    0.0057844905
   1365  ESRE3790           Marker               3.790   0.000  7.0719E-12  1.3291E-12 -3.7900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056902824    0.9999670796    0.0057844905
   1366  ECSRE3795          Sad_Mult             3.800   0.010  7.0716E-12  1.3290E-12 -3.8000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056953428    0.9999667736    0.0058322183
   1367  ESRE3800           Marker               3.800   0.000  7.0716E-12  1.3290E-12 -3.8000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056953428    0.9999667736    0.0058322183
   1368  ECSRE3805          Sad_Mult             3.810   0.010  7.0714E-12  1.3290E-12 -3.8100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057002155    0.9999664779    0.0058779694
   1369  ESRE3810           Marker               3.810   0.000  7.0714E-12  1.3290E-12 -3.8100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057002155    0.9999664779    0.0058779694
   1370  ECSRE3815          Sad_Mult             3.820   0.010  7.0711E-12  1.3290E-12 -3.8200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057049083    0.9999661924    0.0059218311
   1371  ESRE3820           Marker               3.820   0.000  7.0711E-12  1.3290E-12 -3.8200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057049083    0.9999661924    0.0059218311
   1372  ECSRE3825          Sad_Mult             3.830   0.010  7.0709E-12  1.3290E-12 -3.8300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057094288    0.9999659167    0.0059638856
   1373  ESRE3830           Marker               3.830   0.000  7.0709E-12  1.3290E-12 -3.8300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057094288    0.9999659167    0.0059638856
   1374  ECSRE3835          Sad_Mult             3.840   0.010  7.0706E-12  1.3290E-12 -3.8400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057137841    0.9999656505    0.0060042112
   1375  ESRE3840           Marker               3.840   0.000  7.0706E-12  1.3290E-12 -3.8400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057137841    0.9999656505    0.0060042112
   1376  ECSRE3845          Sad_Mult             3.850   0.010  7.0703E-12  1.3290E-12 -3.8500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057179811    0.9999653935    0.0060428838
   1377  ESRE3850           Marker               3.850   0.000  7.0703E-12  1.3290E-12 -3.8500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057179811    0.9999653935    0.0060428838
   1378  ECSRE3855          Sad_Mult             3.860   0.010  7.0701E-12  1.3290E-12 -3.8600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057220264    0.9999651455    0.0060799785
   1379  ESRE3860           Marker               3.860   0.000  7.0701E-12  1.3290E-12 -3.8600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057220264    0.9999651455    0.0060799785
   1380  ECSRE3865          Sad_Mult             3.870   0.010  7.0698E-12  1.3290E-12 -3.8700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057259264    0.9999649062    0.0061155684
   1381  ESRE3870           Marker               3.870   0.000  7.0698E-12  1.3290E-12 -3.8700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057259264    0.9999649062    0.0061155684
   1382  ECSRE3875          Sad_Mult             3.880   0.010  7.0695E-12  1.3290E-12 -3.8800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057296870    0.9999646752    0.0061497221
   1383  ESRE3880           Marker               3.880   0.000  7.0695E-12  1.3290E-12 -3.8800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057296870    0.9999646752    0.0061497221
   1384  ECSRE3885          Sad_Mult             3.890   0.010  7.0693E-12  1.3290E-12 -3.8900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057333139    0.9999644523    0.0061825029
   1385  ESRE3890           Marker               3.890   0.000  7.0693E-12  1.3290E-12 -3.8900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057333139    0.9999644523    0.0061825029
   1386  ECSRE3895          Sad_Mult             3.900   0.010  7.0690E-12  1.3290E-12 -3.9000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057368125    0.9999642371    0.0062139700
   1387  ESRE3900           Marker               3.900   0.000  7.0690E-12  1.3290E-12 -3.9000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057368125    0.9999642371    0.0062139700
   1388  ECSRE3905          Sad_Mult             3.910   0.010  7.0687E-12  1.3290E-12 -3.9100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057401881    0.9999640296    0.0062441807
   1389  ESRE3910           Marker               3.910   0.000  7.0687E-12  1.3290E-12 -3.9100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057401881    0.9999640296    0.0062441807
   1390  ECSRE3915          Sad_Mult             3.920   0.010  7.0685E-12  1.3290E-12 -3.9200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057434455    0.9999638293    0.0062731895
   1391  ESRE3920           Marker               3.920   0.000  7.0685E-12  1.3290E-12 -3.9200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057434455    0.9999638293    0.0062731895
   1392  ECSRE3925          Sad_Mult             3.930   0.010  7.0682E-12  1.3290E-12 -3.9300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057465892    0.9999636361    0.0063010449
   1393  ESRE3930           Marker               3.930   0.000  7.0682E-12  1.3290E-12 -3.9300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057465892    0.9999636361    0.0063010449
   1394  ECSRE3935          Sad_Mult             3.940   0.010  7.0679E-12  1.3289E-12 -3.9400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057496226    0.9999634498    0.0063277852
   1395  ESRE3940           Marker               3.940   0.000  7.0679E-12  1.3289E-12 -3.9400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057496226    0.9999634498    0.0063277852
   1396  ECSRE3945          Sad_Mult             3.950   0.010  7.0677E-12  1.3289E-12 -3.9500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057525472    0.9999632704    0.0063534304
   1397  ESRE3950           Marker               3.950   0.000  7.0677E-12  1.3289E-12 -3.9500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057525472    0.9999632704    0.0063534304
   1398  ECSRE3955          Sad_Mult             3.960   0.010  7.0674E-12  1.3289E-12 -3.9600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057553598    0.9999630980    0.0063779662
   1399  ESRE3960           Marker               3.960   0.000  7.0674E-12  1.3289E-12 -3.9600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057553598    0.9999630980    0.0063779662
